CPU_Utilization Memory_Consumption Current_Time Disk_Space(mb) Brick_Space(mb) Kafka_Disk_Usage(mb) Topic_Disk_Usage(mb) Heketi_Space(mb)
1.62 1.466 22:24:31 4.8 159 470 78 33
1.55 1.466 22:24:35 4.8 159 470 78 33
1.62 1.466 22:24:39 4.8 159 470 78 33
1.66 1.466 22:24:42 4.8 159 470 78 33
1.50 1.466 22:24:46 4.8 159 470 78 33
1.55 1.466 22:24:50 4.8 159 470 78 33
1.62 1.466 22:24:54 4.8 159 470 78 33
1.63 1.466 22:24:58 4.8 159 470 79 33
1.70 1.466 22:25:02 4.8 159 470 79 33
1.78 1.466 22:25:06 4.8 159 470 79 33
1.81 1.466 22:25:10 4.8 159 470 79 33
1.35 1.466 22:25:14 4.8 159 470 79 33
1.48 1.466 22:25:18 4.8 159 470 79 33
1.52 1.466 22:25:22 4.8 159 470 79 33
1.43 1.466 22:25:26 4.8 159 470 79 33
1.54 1.466 22:25:30 4.8 159 470 79 33
1.42 1.466 22:25:34 4.8 159 470 79 33
1.46 1.466 22:25:38 4.8 159 470 79 33
1.45 1.466 22:25:42 4.8 159 470 79 33
1.75 1.466 22:25:46 4.8 159 470 79 33
1.49 1.466 22:25:50 4.8 159 470 79 33
1.42 1.466 22:25:54 4.8 159 470 79 33
1.58 1.466 22:25:58 4.8 159 470 79 33
1.46 1.466 22:26:02 4.8 159 470 79 33
1.57 1.466 22:26:06 4.8 159 470 79 33
1.45 1.466 22:26:10 4.8 159 470 79 33
1.45 1.466 22:26:14 4.8 159 470 79 33
1.48 1.466 22:26:17 4.8 159 470 79 33
1.67 1.466 22:26:21 4.8 159 470 79 33
1.53 1.466 22:26:25 4.8 159 470 79 33
1.48 1.466 22:26:29 4.8 159 470 79 33
1.43 1.466 22:26:33 4.8 159 471 79 33
1.60 1.466 22:26:37 4.8 159 471 79 33
1.59 1.466 22:26:41 4.8 159 471 79 33
1.45 1.466 22:26:45 4.8 159 471 79 33
1.38 1.466 22:26:49 4.8 159 471 79 33
1.46 1.466 22:26:53 4.8 159 471 79 33
1.47 1.466 22:26:57 4.8 159 471 79 33
1.73 1.466 22:27:01 4.8 159 471 79 33
1.43 1.466 22:27:05 4.8 159 471 79 33
1.40 1.466 22:27:09 4.8 159 471 79 33
1.72 1.466 22:27:13 4.8 159 471 79 33
1.62 1.466 22:27:17 4.8 159 471 79 33
1.35 1.466 22:27:21 4.8 159 471 79 33
1.32 1.466 22:27:25 4.8 159 471 79 33
1.37 1.466 22:27:29 4.8 159 471 79 33
1.37 1.466 22:27:32 4.8 159 471 79 33
1.58 1.466 22:27:36 4.8 159 471 79 33
1.54 1.466 22:27:40 4.8 159 471 79 33
1.47 1.466 22:27:44 4.8 159 471 80 33
1.50 1.466 22:27:48 4.8 159 471 80 33
1.47 1.466 22:27:52 4.8 159 471 80 33
1.67 1.466 22:27:56 4.8 159 471 80 33
1.58 1.466 22:28:00 4.8 159 471 80 33
1.44 1.466 22:28:04 4.8 159 471 80 33
2.00 1.466 22:28:08 4.8 159 471 80 33
1.72 1.466 22:28:12 4.8 159 471 80 33
1.96 1.466 22:28:16 4.8 159 471 80 33
1.64 1.466 22:28:20 4.8 159 471 80 33
1.42 1.466 22:28:24 4.8 159 471 80 33
1.59 1.466 22:28:28 4.8 159 471 80 33
1.73 1.466 22:28:32 4.8 159 471 80 33
1.48 1.466 22:28:36 4.8 159 471 80 33
1.50 1.466 22:28:39 4.8 159 471 80 33
1.37 1.466 22:28:43 4.8 159 471 80 33
1.59 1.466 22:28:47 4.8 159 471 80 33
1.67 1.466 22:28:51 4.8 159 471 80 33
1.42 1.466 22:28:55 4.8 159 471 80 33
1.42 1.466 22:28:59 4.8 159 471 80 33
1.30 1.466 22:29:03 4.8 159 471 80 33
1.48 1.466 22:29:07 4.8 159 471 80 33
1.32 1.466 22:29:11 4.8 159 471 80 33
1.49 1.466 22:29:15 4.8 159 472 80 33
1.36 1.466 22:29:19 4.8 159 472 80 33
1.38 1.466 22:29:23 4.8 159 472 80 33
1.49 1.466 22:29:27 4.8 159 472 80 33
1.58 1.466 22:29:31 4.8 159 472 80 33
1.33 1.466 22:29:35 4.8 159 472 80 33
1.35 1.466 22:29:39 4.8 159 472 80 33
1.46 1.466 22:29:43 4.8 159 472 80 33
1.44 1.466 22:29:47 4.8 159 472 80 33
1.50 1.466 22:29:50 4.8 159 472 80 33
1.28 1.466 22:29:54 4.8 159 472 80 33
1.53 1.466 22:29:58 4.8 159 472 80 33
1.32 1.466 22:30:02 4.8 159 472 80 33
1.48 1.466 22:30:06 4.8 159 472 80 33
2.15 1.466 22:30:10 4.8 159 472 80 33
1.39 1.466 22:30:14 4.8 159 472 80 33
1.50 1.466 22:30:18 4.8 159 472 80 33
1.45 1.466 22:30:22 4.8 159 472 81 33
1.33 1.466 22:30:26 4.8 159 472 81 33
1.34 1.466 22:30:30 4.8 159 472 81 33
1.29 1.466 22:30:34 4.8 159 472 81 33
1.44 1.466 22:30:38 4.8 159 472 81 33
1.61 1.466 22:30:42 4.8 159 472 81 33
1.43 1.466 22:30:46 4.8 159 472 81 33
1.42 1.466 22:30:50 4.8 159 472 81 33
1.22 1.466 22:30:53 4.8 159 472 81 33
1.52 1.466 22:30:57 4.8 159 472 81 33
1.48 1.466 22:31:01 4.8 159 472 81 33
1.43 1.466 22:31:05 4.8 159 472 81 33
1.40 1.466 22:31:09 4.8 159 472 81 33
1.45 1.466 22:31:13 4.8 159 472 81 33
1.35 1.466 22:31:17 4.8 159 472 81 33
1.69 1.466 22:31:21 4.8 159 472 81 33
1.53 1.466 22:31:25 4.8 159 472 81 33
1.37 1.466 22:31:29 4.8 159 472 81 33
1.72 1.466 22:31:33 4.8 159 472 81 33
1.90 1.466 22:31:37 4.8 159 472 81 33
1.75 1.466 22:31:41 4.8 159 472 81 33
1.41 1.466 22:31:45 4.8 159 472 81 33
1.52 1.466 22:31:49 4.8 159 472 81 33
1.41 1.466 22:31:53 4.8 159 472 81 33
1.52 1.466 22:31:57 4.8 159 473 81 33
1.45 1.466 22:32:01 4.8 159 473 81 33
1.54 1.466 22:32:05 4.8 159 473 81 33
1.33 1.466 22:32:09 4.8 159 473 81 33
1.35 1.466 22:32:13 4.8 159 473 81 33
1.57 1.466 22:32:17 4.8 159 473 81 33
1.68 1.466 22:32:21 4.8 159 473 81 33
1.55 1.466 22:32:25 4.8 159 473 81 33
1.34 1.466 22:32:29 4.8 159 473 81 33
1.43 1.466 22:32:32 4.9 139 453 61 33
1.46 1.466 22:32:36 4.9 139 453 61 33
1.54 1.466 22:32:40 4.9 139 453 61 33
1.33 1.466 22:32:44 4.9 139 453 61 33
1.55 1.466 22:32:48 4.9 140 453 61 33
1.36 1.466 22:32:52 4.9 140 453 61 33
1.45 1.466 22:32:56 4.9 140 453 61 33
1.62 1.466 22:33:00 4.9 140 453 61 33
1.44 1.466 22:33:04 4.9 140 453 61 33
1.47 1.466 22:33:08 4.9 140 453 61 33
1.53 1.466 22:33:12 4.9 140 453 61 33
1.31 1.466 22:33:16 4.9 140 453 61 33
1.67 1.466 22:33:20 4.9 140 453 62 33
1.67 1.466 22:33:24 4.9 140 453 62 33
2.09 1.466 22:33:28 4.9 140 453 62 33
1.61 1.466 22:33:32 4.9 140 453 62 33
1.81 1.466 22:33:36 4.9 140 453 62 33
1.76 1.466 22:33:40 4.9 140 453 62 33
1.56 1.466 22:33:44 4.9 140 453 62 33
1.59 1.466 22:33:48 4.9 140 453 62 33
1.60 1.466 22:33:52 4.9 140 453 62 33
1.53 1.466 22:33:56 4.9 140 453 62 33
1.69 1.466 22:34:00 4.9 140 453 62 33
1.39 1.466 22:34:04 4.9 140 453 62 33
1.49 1.466 22:34:08 4.9 141 453 62 33
1.42 1.466 22:34:12 4.9 141 453 62 33
1.52 1.466 22:34:16 4.9 141 453 62 33
1.50 1.466 22:34:20 4.9 141 453 62 33
1.36 1.466 22:34:24 4.9 141 453 62 33
1.53 1.466 22:34:28 4.9 141 453 62 33
1.41 1.466 22:34:32 4.9 141 453 62 33
1.35 1.466 22:34:36 4.9 141 453 62 33
1.48 1.466 22:34:40 4.9 141 453 62 33
1.33 1.466 22:34:44 4.9 141 453 62 33
1.37 1.466 22:34:48 4.9 141 453 62 33
1.81 1.466 22:34:51 4.9 141 454 62 33
1.68 1.466 22:34:55 4.9 141 454 62 33
1.54 1.466 22:34:59 4.9 141 454 62 33
1.42 1.466 22:35:03 4.9 141 454 62 33
1.57 1.466 22:35:07 4.9 141 454 62 33
1.53 1.466 22:35:11 4.9 141 454 62 33
1.43 1.466 22:35:15 4.9 141 454 62 33
1.37 1.466 22:35:19 4.9 141 454 62 33
1.45 1.466 22:35:23 4.9 141 454 62 33
1.44 1.466 22:35:27 4.9 141 454 62 33
1.67 1.466 22:35:31 4.9 141 454 62 33
1.58 1.466 22:35:35 4.9 141 454 62 33
1.55 1.466 22:35:39 4.9 141 454 62 33
1.46 1.466 22:35:43 4.9 141 454 62 33
1.53 1.466 22:35:47 4.9 141 454 62 33
1.41 1.466 22:35:51 4.9 141 454 62 33
1.27 1.466 22:35:55 4.9 141 454 62 33
1.32 1.466 22:35:59 4.9 129 454 62 33
1.43 1.466 22:36:03 4.9 129 454 63 33
1.48 1.466 22:36:07 4.9 129 454 63 33
1.38 1.466 22:36:11 4.9 129 454 63 33
2.30 1.466 22:36:14 4.9 129 454 63 33
1.67 1.466 22:36:18 4.9 129 454 63 33
1.85 1.466 22:36:22 4.9 129 454 63 33
1.43 1.466 22:36:26 4.9 129 454 63 33
1.58 1.466 22:36:30 4.9 129 454 63 33
1.31 1.466 22:36:34 4.9 129 454 63 33
1.36 1.466 22:36:38 4.9 129 454 63 33
1.45 1.466 22:36:42 4.9 129 454 63 33
1.36 1.466 22:36:46 4.9 129 454 63 33
1.48 1.466 22:36:50 4.9 131 454 63 33
1.40 1.466 22:36:54 4.9 131 454 63 33
1.41 1.466 22:36:58 4.9 131 454 63 33
1.39 1.466 22:37:02 4.9 131 454 63 33
1.47 1.466 22:37:06 4.9 131 454 63 33
1.37 1.466 22:37:10 4.9 131 454 63 33
1.40 1.466 22:37:14 4.9 131 454 63 33
1.40 1.466 22:37:18 4.9 131 454 63 33
1.48 1.466 22:37:22 4.9 131 454 63 33
1.35 1.466 22:37:26 4.9 131 454 63 33
1.29 1.466 22:37:29 4.9 131 454 63 33
1.57 1.466 22:37:33 4.9 131 455 63 33
1.42 1.466 22:37:37 4.9 131 455 63 33
1.64 1.466 22:37:41 4.9 131 455 63 33
1.47 1.466 22:37:45 4.9 131 455 63 33
1.42 1.466 22:37:49 4.9 131 455 63 33
1.39 1.466 22:37:53 4.9 131 455 63 33
1.44 1.466 22:37:57 4.9 131 455 63 33
1.61 1.466 22:38:01 4.9 131 455 63 33
1.43 1.466 22:38:05 4.9 131 455 63 33
1.47 1.466 22:38:09 4.9 131 455 63 33
1.34 1.466 22:38:13 4.9 131 455 63 33
1.99 1.466 22:38:17 4.9 131 455 63 33
1.51 1.466 22:38:21 4.9 131 455 63 33
1.76 1.466 22:38:25 4.9 131 455 63 33
1.37 1.466 22:38:29 4.9 131 455 63 33
1.31 1.466 22:38:33 4.9 131 455 63 33
1.54 1.466 22:38:36 4.9 131 455 63 33
1.58 1.466 22:38:40 4.9 131 455 63 33
1.43 1.466 22:38:44 4.9 131 455 64 33
1.34 1.466 22:38:48 4.9 131 455 64 33
1.31 1.466 22:38:52 4.9 131 455 64 33
1.55 1.466 22:38:56 4.9 131 455 64 33
1.70 1.466 22:39:00 4.9 131 455 64 33
1.56 1.466 22:39:04 4.9 131 455 64 33
1.43 1.466 22:39:08 4.9 131 455 64 33
1.49 1.466 22:39:12 4.9 131 455 64 33
1.62 1.466 22:39:16 4.9 131 455 64 33
1.36 1.465 22:39:20 4.9 131 455 64 33
1.37 1.466 22:39:24 4.9 131 455 64 33
1.28 1.466 22:39:28 4.9 131 455 64 33
1.59 1.466 22:39:32 4.9 131 455 64 33
1.33 1.466 22:39:36 4.9 131 455 64 33
1.52 1.466 22:39:39 4.9 131 455 64 33
1.38 1.466 22:39:43 4.9 131 455 64 33
1.35 1.466 22:39:47 4.9 131 455 64 33
1.51 1.466 22:39:51 4.9 131 455 64 33
1.38 1.466 22:39:55 4.9 131 455 64 33
1.37 1.466 22:39:59 4.9 131 455 64 33
1.34 1.466 22:40:03 4.9 131 455 64 33
1.48 1.466 22:40:07 4.9 131 455 64 33
1.33 1.466 22:40:11 4.9 131 455 64 33
1.42 1.466 22:40:15 4.9 131 456 64 33
1.43 1.466 22:40:19 4.9 131 456 64 33
1.37 1.466 22:40:23 4.9 131 456 64 33
1.61 1.466 22:40:27 4.9 131 456 64 33
1.77 1.466 22:40:31 4.9 131 456 64 33
1.39 1.466 22:40:35 4.9 131 456 64 33
1.57 1.466 22:40:39 4.9 131 456 64 33
1.53 1.466 22:40:43 4.9 131 456 64 33
1.55 1.466 22:40:47 4.9 131 456 64 33
1.45 1.466 22:40:51 4.9 131 456 64 33
1.47 1.466 22:40:55 4.9 131 456 64 33
1.51 1.466 22:40:59 4.9 131 456 64 33
1.55 1.466 22:41:03 4.9 131 456 64 33
1.63 1.466 22:41:06 4.9 131 456 64 33
1.49 1.466 22:41:10 4.9 131 456 64 33
1.45 1.466 22:41:14 4.9 131 456 64 33
1.46 1.466 22:41:18 4.9 131 456 64 33
1.54 1.466 22:41:22 4.9 131 456 64 33
1.47 1.466 22:41:26 4.9 131 456 65 33
1.55 1.466 22:41:30 4.9 131 456 65 33
1.38 1.466 22:41:34 4.9 131 456 65 33
1.38 1.466 22:41:38 4.9 131 456 65 33
1.50 1.466 22:41:42 4.9 131 456 65 33
1.39 1.466 22:41:46 4.9 131 456 65 33
1.43 1.466 22:41:50 4.9 131 456 65 33
1.57 1.466 22:41:54 4.9 131 456 65 33
1.67 1.466 22:41:58 4.9 131 456 65 33
1.62 1.466 22:42:02 4.9 131 456 65 33
1.51 1.466 22:42:06 4.9 131 456 65 33
1.36 1.466 22:42:10 4.9 131 456 65 33
1.38 1.466 22:42:14 4.9 131 456 65 33
1.38 1.466 22:42:18 4.9 135 456 65 33
1.55 1.466 22:42:22 4.9 135 456 65 33
1.42 1.466 22:42:26 4.9 135 456 65 33
1.48 1.466 22:42:30 4.9 135 456 65 33
1.36 1.466 22:42:34 4.9 135 456 65 33
1.35 1.466 22:42:37 4.9 135 456 65 33
1.41 1.466 22:42:41 4.9 135 456 65 33
1.56 1.466 22:42:45 4.9 135 456 65 33
1.36 1.466 22:42:49 4.9 135 456 65 33
1.39 1.466 22:42:53 4.9 135 456 65 33
1.45 1.466 22:42:57 4.9 135 456 65 33
1.56 1.466 22:43:01 4.9 135 457 65 33
1.49 1.466 22:43:05 4.9 135 457 65 33
1.29 1.466 22:43:09 4.9 135 457 65 33
1.46 1.466 22:43:13 4.9 135 457 65 33
1.37 1.466 22:43:17 4.9 135 457 65 33
1.53 1.466 22:43:21 4.9 135 457 65 33
1.33 1.466 22:43:25 4.9 135 457 65 33
1.52 1.466 22:43:29 4.9 135 457 65 33
1.44 1.466 22:43:33 4.9 135 457 65 33
1.50 1.466 22:43:37 4.9 135 457 65 33
1.49 1.466 22:43:41 4.9 135 457 65 33
1.61 1.466 22:43:45 4.9 135 457 65 33
1.46 1.466 22:43:49 4.9 135 457 65 33
1.43 1.466 22:43:53 4.9 135 457 65 33
1.45 1.466 22:43:57 4.9 135 457 65 33
1.47 1.466 22:44:01 4.9 135 457 65 33
1.35 1.466 22:44:04 4.9 135 457 65 33
1.32 1.466 22:44:08 4.9 135 457 66 33
1.39 1.466 22:44:12 4.9 135 457 66 33
1.44 1.466 22:44:16 4.9 135 457 66 33
2.24 1.466 22:44:20 4.9 135 457 66 33
1.46 1.466 22:44:24 4.9 135 457 66 33
1.52 1.466 22:44:28 4.9 135 457 66 33
1.74 1.466 22:44:32 4.9 135 457 66 33
1.39 1.466 22:44:36 4.9 135 457 66 33
1.42 1.466 22:44:40 4.9 135 457 66 33
1.38 1.466 22:44:44 4.9 135 457 66 33
1.56 1.466 22:44:48 4.9 135 457 66 33
1.53 1.466 22:44:52 4.9 135 457 66 33
1.57 1.466 22:44:56 4.9 135 457 66 33
1.64 1.466 22:45:00 4.9 135 457 66 33
1.37 1.466 22:45:04 4.9 135 457 66 33
1.44 1.466 22:45:08 4.9 135 457 66 33
1.51 1.466 22:45:12 4.9 135 457 66 33
1.50 1.466 22:45:15 4.9 135 457 66 33
1.40 1.466 22:45:19 4.9 135 457 66 33
1.61 1.466 22:45:23 4.9 135 457 66 33
1.59 1.466 22:45:27 4.9 135 457 66 33
1.54 1.466 22:45:31 4.9 135 457 66 33
1.65 1.466 22:45:35 4.9 135 457 66 33
1.43 1.466 22:45:39 4.9 135 458 66 33
1.52 1.466 22:45:43 4.9 135 458 66 33
1.45 1.466 22:45:47 4.9 135 458 66 33
1.63 1.466 22:45:51 4.9 135 458 66 33
1.53 1.466 22:45:55 4.9 135 458 66 33
1.55 1.466 22:45:59 4.9 135 458 66 33
1.53 1.466 22:46:03 4.9 135 458 66 33
1.60 1.466 22:46:07 4.9 135 458 66 33
1.52 1.466 22:46:11 4.9 135 458 66 33
1.70 1.466 22:46:15 4.9 135 458 66 33
1.77 1.466 22:46:19 4.9 135 458 66 33
2.53 1.466 22:46:23 4.9 135 458 66 33
1.63 1.466 22:46:27 4.9 135 458 66 33
1.74 1.466 22:46:31 4.9 135 458 66 33
1.43 1.466 22:46:35 4.9 135 458 66 33
1.47 1.466 22:46:39 4.9 135 458 66 33
1.48 1.466 22:46:43 4.9 135 458 66 33
1.62 1.466 22:46:47 4.9 135 458 66 33
1.37 1.466 22:46:50 4.9 135 458 67 33
1.43 1.466 22:46:54 4.9 135 458 67 33
1.52 1.466 22:46:58 4.9 135 458 67 33
1.58 1.466 22:47:02 4.9 135 458 67 33
1.67 1.466 22:47:06 4.9 135 458 67 33
1.47 1.466 22:47:10 4.9 135 458 67 33
1.43 1.466 22:47:14 4.9 135 458 67 33
1.53 1.466 22:47:18 4.9 135 458 67 33
1.39 1.466 22:47:22 4.9 135 458 67 33
1.49 1.466 22:47:26 4.9 135 458 67 33
1.36 1.466 22:47:30 4.9 135 458 67 33
1.35 1.466 22:47:34 4.9 135 458 67 33
1.62 1.466 22:47:38 4.9 135 458 67 33
1.47 1.466 22:47:42 4.9 135 458 67 33
1.42 1.466 22:47:46 4.9 135 458 67 33
1.38 1.466 22:47:50 4.9 135 458 67 33
1.54 1.466 22:47:53 4.9 135 458 67 33
1.47 1.466 22:47:57 4.9 135 458 67 33
1.60 1.466 22:48:01 4.9 135 458 67 33
1.66 1.466 22:48:05 4.9 135 458 67 33
1.41 1.466 22:48:09 4.9 135 458 67 33
1.43 1.466 22:48:13 4.9 135 458 67 33
1.58 1.466 22:48:17 4.9 135 458 67 33
1.66 1.466 22:48:21 4.9 135 458 67 33
1.66 1.466 22:48:25 4.9 135 459 67 33
1.47 1.466 22:48:29 4.9 135 459 67 33
1.42 1.466 22:48:33 4.9 135 459 67 33
1.50 1.466 22:48:37 4.9 135 459 67 33
1.68 1.466 22:48:41 4.9 135 459 67 33
1.51 1.466 22:48:45 4.9 135 459 67 33
1.39 1.466 22:48:49 4.9 135 459 67 33
1.46 1.466 22:48:53 4.9 135 459 67 33
1.71 1.466 22:48:57 4.9 135 459 67 33
1.41 1.466 22:49:01 4.9 135 459 67 33
1.40 1.466 22:49:04 4.9 135 459 67 33
1.40 1.466 22:49:08 4.9 135 459 67 33
1.61 1.466 22:49:12 4.9 135 459 67 33
1.53 1.466 22:49:16 4.9 135 459 67 33
1.52 1.466 22:49:20 4.9 135 459 67 33
1.39 1.466 22:49:24 4.9 135 459 67 33
1.52 1.466 22:49:28 4.9 135 459 67 33
1.43 1.465 22:49:32 4.9 135 459 67 33
1.32 1.466 22:49:36 4.9 135 459 68 33
1.60 1.466 22:49:40 4.9 135 459 68 33
1.42 1.466 22:49:44 4.9 135 459 68 33
1.37 1.466 22:49:48 4.9 135 459 68 33
1.49 1.466 22:49:52 4.9 135 459 68 33
1.40 1.466 22:49:56 4.9 135 459 68 33
1.30 1.466 22:50:00 4.9 135 459 68 33
1.52 1.466 22:50:04 4.9 135 459 68 33
1.49 1.466 22:50:08 4.9 135 459 68 33
1.64 1.466 22:50:12 4.9 135 459 68 33
1.49 1.466 22:50:16 4.9 135 459 68 33
1.43 1.466 22:50:19 4.9 135 459 68 33
1.49 1.466 22:50:23 4.9 135 459 68 33
1.65 1.466 22:50:27 4.9 135 459 68 33
2.15 1.466 22:50:31 4.9 135 459 68 33
1.42 1.466 22:50:35 4.9 135 459 68 33
1.56 1.466 22:50:39 4.9 135 459 68 33
1.52 1.466 22:50:43 4.9 135 459 68 33
1.37 1.466 22:50:47 4.9 135 459 68 33
1.40 1.466 22:50:51 4.9 135 459 68 33
1.44 1.466 22:50:55 4.9 135 459 68 33
1.56 1.466 22:50:59 4.9 135 459 68 33
1.41 1.466 22:51:03 4.9 135 459 68 33
1.63 1.466 22:51:07 4.9 135 460 68 33
1.51 1.466 22:51:11 4.9 135 460 68 33
1.37 1.466 22:51:15 4.9 135 460 68 33
1.45 1.466 22:51:19 4.9 135 460 68 33
1.40 1.466 22:51:23 4.9 135 460 68 33
1.47 1.466 22:51:27 4.9 135 460 68 33
1.62 1.466 22:51:31 4.9 135 460 68 33
1.40 1.466 22:51:35 4.9 135 460 68 33
1.39 1.466 22:51:38 4.9 135 460 68 33
1.57 1.466 22:51:42 4.9 135 460 68 33
1.49 1.466 22:51:46 4.9 135 460 68 33
1.37 1.466 22:51:50 4.9 135 460 68 33
1.48 1.466 22:51:54 4.9 135 460 68 33
1.51 1.466 22:51:58 4.9 135 460 68 33
1.53 1.466 22:52:02 4.9 135 460 68 33
1.57 1.466 22:52:06 4.9 135 460 68 33
1.45 1.466 22:52:10 4.9 135 460 68 33
1.49 1.466 22:52:14 4.9 135 460 68 33
1.39 1.466 22:52:18 4.9 135 460 69 33
1.55 1.466 22:52:22 4.9 135 460 69 33
2.10 1.466 22:52:26 4.9 135 460 69 33
1.36 1.466 22:52:30 4.9 135 460 69 33
1.43 1.466 22:52:34 4.9 135 460 69 33
1.44 1.466 22:52:38 4.9 135 460 69 33
1.56 1.466 22:52:42 4.9 135 460 69 33
1.58 1.466 22:52:46 4.9 135 460 69 33
1.43 1.466 22:52:49 4.9 135 460 69 33
1.46 1.466 22:52:53 4.9 135 460 69 33
1.61 1.466 22:52:57 4.9 135 460 69 33
1.62 1.466 22:53:01 4.9 135 460 69 33
1.59 1.466 22:53:05 4.9 135 460 69 33
1.44 1.466 22:53:09 4.9 143 460 69 33
1.39 1.466 22:53:13 4.9 143 460 69 33
1.57 1.466 22:53:17 4.9 143 460 69 33
1.44 1.466 22:53:21 4.9 143 460 69 33
1.42 1.466 22:53:25 4.9 143 460 69 33
1.47 1.466 22:53:29 4.9 143 460 69 33
1.54 1.466 22:53:33 4.9 143 460 69 33
1.43 1.466 22:53:37 4.9 143 460 69 33
1.52 1.466 22:53:41 4.9 143 460 69 33
1.55 1.466 22:53:45 4.9 143 460 69 33
1.89 1.466 22:53:49 4.9 143 461 69 33
1.55 1.466 22:53:53 4.9 143 461 69 33
1.96 1.466 22:53:57 4.9 143 461 69 33
1.73 1.466 22:54:01 4.9 143 461 69 33
1.58 1.466 22:54:05 4.9 143 461 69 33
1.65 1.466 22:54:09 4.9 143 461 69 33
1.81 1.466 22:54:13 4.9 143 461 69 33
1.64 1.466 22:54:17 4.9 143 461 69 33
1.78 1.466 22:54:21 4.9 143 461 69 33
1.72 1.466 22:54:25 4.9 143 461 69 33
1.47 1.466 22:54:30 4.9 143 461 69 33
1.61 1.466 22:54:34 4.9 143 461 69 33
1.61 1.466 22:54:38 4.9 143 461 69 33
1.58 1.466 22:54:42 4.9 143 461 69 33
1.82 1.466 22:54:46 4.9 143 461 69 33
1.50 1.466 22:54:50 4.9 143 461 69 33
1.39 1.466 22:54:54 4.9 143 461 69 33
1.85 1.466 22:54:58 4.9 143 461 70 33
1.57 1.466 22:55:01 4.9 143 461 70 33
1.47 1.466 22:55:05 4.9 143 461 70 33
1.48 1.466 22:55:09 4.9 143 461 70 33
1.58 1.466 22:55:13 4.9 143 461 70 33
1.93 1.466 22:55:17 4.9 143 461 70 33
1.57 1.466 22:55:21 4.9 143 461 70 33
1.57 1.466 22:55:25 4.9 143 461 70 33
1.53 1.466 22:55:29 4.9 143 461 70 33
1.49 1.466 22:55:33 4.9 143 461 70 33
1.47 1.466 22:55:37 4.9 143 461 70 33
1.65 1.466 22:55:41 4.9 143 461 70 33
1.58 1.466 22:55:45 4.9 143 461 70 33
1.51 1.466 22:55:49 4.9 143 461 70 33
1.38 1.466 22:55:53 4.9 143 461 70 33
1.54 1.466 22:55:57 4.9 143 461 70 33
1.51 1.466 22:56:01 4.9 143 461 70 33
1.31 1.466 22:56:04 4.9 143 461 70 33
1.41 1.466 22:56:08 4.9 143 461 70 33
1.64 1.466 22:56:12 4.9 143 461 70 33
1.92 1.466 22:56:16 4.9 143 461 70 33
1.54 1.466 22:56:19 4.9 143 461 70 33
1.46 1.466 22:56:23 4.9 143 461 70 33
1.64 1.466 22:56:27 4.9 143 462 70 33
1.77 1.466 22:56:31 4.9 143 462 70 33
1.41 1.466 22:56:35 4.9 143 462 70 33
1.35 1.466 22:56:39 4.9 143 462 70 33
1.36 1.466 22:56:43 4.9 143 462 70 33
1.82 1.466 22:56:47 4.9 143 462 70 33
1.59 1.466 22:56:51 4.9 143 462 70 33
1.43 1.466 22:56:55 4.9 143 462 70 33
1.50 1.466 22:56:59 4.9 143 462 70 33
1.37 1.466 22:57:03 4.9 143 462 70 33
1.57 1.466 22:57:07 4.9 143 462 70 33
1.44 1.466 22:57:11 4.9 143 462 70 33
1.51 1.466 22:57:15 4.9 143 462 70 33
1.51 1.466 22:57:19 4.9 143 462 70 33
1.54 1.466 22:57:23 4.9 143 462 70 33
1.57 1.466 22:57:27 4.9 143 462 70 33
1.45 1.466 22:57:30 4.9 143 462 70 33
1.36 1.466 22:57:34 4.9 143 462 70 33
1.51 1.466 22:57:38 4.9 143 462 71 33
1.44 1.466 22:57:42 4.9 143 462 71 33
1.42 1.466 22:57:46 4.9 143 462 71 33
1.47 1.466 22:57:50 4.9 143 462 71 33
1.35 1.466 22:57:54 4.9 143 462 71 33
1.46 1.466 22:57:58 4.9 143 462 71 33
1.88 1.466 22:58:02 4.9 143 462 71 33
1.75 1.466 22:58:06 4.9 143 462 71 33
1.44 1.466 22:58:10 4.9 143 462 71 33
1.56 1.466 22:58:14 4.9 143 462 71 33
1.51 1.466 22:58:18 4.9 143 462 71 33
1.57 1.466 22:58:22 4.9 143 462 71 33
1.55 1.466 22:58:26 4.9 143 462 71 33
1.57 1.466 22:58:30 4.9 143 462 71 33
1.50 1.466 22:58:34 4.9 143 462 71 33
1.51 1.466 22:58:38 4.9 143 462 71 33
1.61 1.466 22:58:42 4.9 143 462 71 33
1.71 1.466 22:58:46 4.9 143 462 71 33
1.91 1.466 22:58:50 4.9 143 462 71 33
1.60 1.466 22:58:54 4.9 143 462 71 33
1.46 1.466 22:58:57 4.9 143 462 71 33
1.60 1.466 22:59:01 4.9 143 462 71 33
1.60 1.466 22:59:05 4.9 143 462 71 33
1.37 1.466 22:59:09 4.9 143 463 71 33
1.40 1.466 22:59:13 4.9 143 463 71 33
1.67 1.466 22:59:17 4.9 143 463 71 33
1.49 1.466 22:59:21 4.9 143 463 71 33
1.60 1.466 22:59:25 4.9 143 463 71 33
1.60 1.466 22:59:29 4.9 143 463 71 33
1.42 1.466 22:59:33 4.9 143 463 71 33
1.86 1.466 22:59:37 4.9 143 463 71 33
1.68 1.466 22:59:41 4.9 143 463 71 33
