Time CPU_Usage Hit_Miss Squid_Memory_Usage Request_Rate/(Min) Squid_Disk_Usage Cache_Memory_Usage Response_Time
22:50:13 0.01 HIT 687440 1.7 231 4492 1569
22:50:18 0.01 HIT 687440 1.7 231 4492 1593
22:50:23 0.01 HIT 687440 1.7 231 4492 1574
22:50:28 0.01 HIT 687440 1.7 231 4492 1585
22:50:33 0.01 HIT 687440 1.7 231 4492 1551
22:50:38 0.01 HIT 687440 1.7 231 4492 1536
22:50:43 0.01 HIT 687440 1.7 231 4492 1538
22:50:48 0.01 HIT 687440 1.7 231 4492 1599
22:50:53 0.01 HIT 687440 1.7 231 4492 1536
22:50:58 0.01 HIT 687440 1.7 231 4492 1571
22:51:03 0.01 HIT 687440 1.7 231 4492 1577
22:51:08 0.01 HIT 687440 1.7 231 4492 1536
22:51:13 0.01 HIT 687440 1.7 231 4492 1609
22:51:18 0.01 HIT 687440 1.7 231 4492 1562
22:51:23 0.01 HIT 687440 1.7 231 4492 1544
22:51:29 0.01 HIT 687440 1.7 231 4492 1571
22:51:34 0.01 HIT 687440 1.7 231 4492 1550
22:51:39 0.01 HIT 687440 1.7 231 4492 1592
22:51:44 0.01 HIT 687440 1.7 231 4492 1517
22:51:49 0.01 HIT 687440 1.7 231 4492 1592
22:51:54 0.01 HIT 687440 1.7 231 4492 1608
22:51:59 0.01 HIT 687440 1.7 231 4492 1584
22:52:04 0.01 HIT 687440 1.7 231 4492 1616
22:52:09 0.01 HIT 687440 1.7 231 4492 1564
22:52:14 0.01 HIT 687440 1.7 231 4492 1593
22:52:19 0.01 HIT 687440 1.7 231 4492 1592
22:52:24 0.01 HIT 687440 1.7 231 4492 1570
22:52:30 0.01 HIT 687440 1.7 231 4492 1643
22:52:35 0.01 HIT 687440 1.7 231 4492 1581
22:52:40 0.01 HIT 687440 1.7 231 4492 1543
22:52:45 0.01 HIT 687440 1.7 231 4492 1588
22:52:50 0.01 HIT 687440 1.7 231 4492 1619
22:52:55 0.01 HIT 687440 1.7 231 4492 1581
22:53:00 0.01 HIT 687440 1.7 231 4492 1560
22:53:05 0.01 HIT 687440 1.7 231 4492 1559
22:53:10 0.01 HIT 687440 1.7 231 4492 1595
22:53:15 0.01 HIT 687440 1.7 231 4492 1545
22:53:20 0.01 HIT 687440 1.7 231 4492 1590
22:53:25 0.01 HIT 687440 1.7 231 4492 1555
22:53:31 0.01 HIT 687440 1.7 231 4492 1571
22:53:36 0.01 HIT 687440 1.7 231 4492 1584
22:53:41 0.01 HIT 687440 1.7 231 4492 1566
22:53:46 0.01 HIT 687440 1.8 231 4492 1601
22:53:51 0.01 HIT 687440 1.8 231 4492 1543
22:53:56 0.01 HIT 687440 1.8 231 4492 1578
22:54:01 0.01 HIT 687440 1.8 231 4492 1578
22:54:06 0.01 HIT 687440 1.8 231 4492 1566
22:54:11 0.01 HIT 687440 1.8 231 4492 1591
22:54:16 0.01 HIT 687440 1.8 231 4492 1578
22:54:21 0.01 HIT 687440 1.8 231 4492 1593
22:54:26 0.01 HIT 687440 1.8 231 4492 1553
22:54:31 0.01 HIT 687440 1.8 231 4492 1540
22:54:37 0.01 HIT 687440 1.8 231 4492 1578
22:54:42 0.01 HIT 687440 1.8 231 4492 1558
22:54:47 0.01 HIT 687440 1.8 231 4492 1582
22:54:52 0.01 HIT 687440 1.8 231 4492 1616
22:54:57 0.01 HIT 687440 1.8 231 4492 1551
22:55:02 0.01 HIT 687440 1.8 231 4492 1577
22:55:07 0.01 HIT 687440 1.8 231 4492 1577
22:55:12 0.01 HIT 687440 1.8 231 4492 1580
22:55:17 0.01 HIT 687440 1.8 231 4492 1611
22:55:22 0.01 HIT 687440 1.8 231 4492 1570
22:55:27 0.01 HIT 687440 1.8 231 4492 1598
22:55:32 0.01 HIT 687440 1.8 231 4492 1547
22:55:37 0.01 HIT 687440 1.8 231 4492 1578
22:55:43 0.01 HIT 687440 1.8 231 4492 1574
22:55:48 0.01 HIT 687440 1.8 231 4492 1562
22:55:53 0.01 HIT 687440 1.8 231 4492 1577
22:55:58 0.01 HIT 687440 1.8 231 4492 1557
22:56:03 0.01 HIT 687440 1.8 231 4492 1564
22:56:08 0.01 HIT 687440 1.8 231 4492 1587
22:56:13 0.01 HIT 687440 1.8 231 4492 1551
22:56:18 0.01 HIT 687440 1.8 231 4492 1579
22:56:23 0.01 HIT 687440 1.8 231 4492 1531
22:56:28 0.01 HIT 687440 1.8 231 4492 1578
22:56:33 0.01 HIT 687440 1.8 231 4492 1593
22:56:38 0.01 HIT 687440 1.8 231 4492 1574
22:56:43 0.01 HIT 687440 1.8 231 4492 1567
22:56:48 0.01 HIT 687440 1.8 231 4492 1571
22:56:54 0.01 HIT 687440 1.8 231 4492 1550
22:56:59 0.01 HIT 687440 1.8 231 4492 1608
22:57:04 0.01 HIT 687440 1.8 231 4492 1536
22:57:09 0.01 HIT 687440 1.8 231 4492 1574
22:57:14 0.01 HIT 687440 1.8 231 4492 1553
22:57:19 0.01 HIT 687440 1.8 231 4492 1570
22:57:24 0.01 HIT 687440 1.8 231 4492 1620
22:57:29 0.01 HIT 687440 1.8 231 4492 1569
22:57:34 0.01 HIT 687440 1.8 231 4492 1575
22:57:39 0.01 HIT 687440 1.8 231 4492 1589
22:57:44 0.01 HIT 687440 1.8 231 4492 1534
22:57:49 0.01 HIT 687440 1.8 231 4492 1669
22:57:55 0.01 HIT 687440 1.8 231 4492 1559
22:58:00 0.01 HIT 687440 1.8 231 4492 1542
22:58:05 0.01 HIT 687440 1.8 231 4492 1608
22:58:10 0.01 HIT 687440 1.8 231 4492 1562
22:58:15 0.01 HIT 687440 1.8 231 4492 1616
22:58:20 0.01 HIT 687440 1.8 231 4492 1521
22:58:25 0.01 HIT 687440 1.8 231 4492 1521
22:58:30 0.01 HIT 687440 1.8 231 4492 1591
22:58:35 0.01 HIT 687440 1.8 231 4492 1557
22:58:40 0.01 HIT 687440 1.8 231 4492 1553
22:58:45 0.01 HIT 687440 1.8 231 4492 1570
22:58:50 0.01 HIT 687440 1.8 231 4492 1540
